LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
LINC00623	NR_024510.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_024510.2	NONHSAT005783.2	http://www.noncode.org/show_rna.php?id=NONHSAT005783&version=2&utd=1#	Nasopharyngeal Carcinoma	617075	http://www.omim.org/entry/617075?search=Nasopharyngeal%20Carcinoma&highlight=nasopharynx%20nasopharyngeal%20carcinomatous%20carcinoma	Radiation	N/A	N/A	N/A	N/A	N/A	N/A	Radiation treatment	CNE-2 cell line	Human	Cur has radiosensitizing effect on human nasopharyngeal carcinoma CNE-2 cells. In the Cur group, the GUCY2GP, H2BFXP, LINC00623 IncRNA were significantly up-regulated and ZRANB2-AS2 LOC100506835, FLJ36000 IncRNA were significantly down-regulated.	24946557	https://www.ncbi.nlm.nih.gov/pubmed/?term=24946557		
Linc00657	NR_027451.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_027451.1	NONHSAT079548.2	http://www.noncode.org/show_rna.php?id=NONHSAT079548&version=2&utd=1#	Vascular Growth	N/A	N/A	Hypoxia	N/A	N/A	N/A	N/A	N/A	N/A	Hypoxia treatment	human umbilical vein endothelial cells (HUVECs)	Human	up-regulated	24602777	https://www.ncbi.nlm.nih.gov/pubmed/?term=24602777		
LINC00672	NR_038847.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038847.1	NONHSAT237173.1	http://www.noncode.org/show_rna.php?id=NONHSAT237173&version=1&utd=1#	endometrial carcinoma	608089	http://www.omim.org/entry/608089?search=endometrial%20carcinoma&highlight=endometrial%20carcinoma%20endometrium%20carcinomatous	Paclitaxel	D00491	http://www.kegg.jp/dbget-bin/www_bget?D00491	DB01229	https://www.drugbank.ca/drugs/DB01229	45863	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=45863	paclitaxel treatment	EC cells	Mouse	LINC00672 significantly increased the 50% inhibitory concentration of paclitaxel in EC cells and increased the sensitivity of xenograft mice to paclitaxel. 	28232485	https://www.ncbi.nlm.nih.gov/pubmed/?term=28232485		
LINC00689	NR_024394.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_024394.1	NONHSAT124553.2	http://www.noncode.org/show_rna.php?id=NONHSAT124553&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC00690	NR_103843.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_103843.1	NONHSAT088527.2	http://www.noncode.org/show_rna.php?id=NONHSAT088527&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC00882	NR_028303.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028303.1	NONHSAT091001.2	http://www.noncode.org/show_rna.php?id=NONHSAT091001&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00882	NR_028303.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028303.1	NONHSAT091001.2	http://www.noncode.org/show_rna.php?id=NONHSAT091001&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00883	NR_028301.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028301.1	NONHSAT091026.2	http://www.noncode.org/show_rna.php?id=NONHSAT091026&version=2&utd=1#	Colon Cancer	114500	http://www.omim.org/entry/114500?search=Colon%20Cancer&highlight=colonic%20colon%20cancerous%20cancer	Vincristine	D08679	http://www.genome.jp/dbget-bin/www_bget?drug:D08679	DB00541	https://www.drugbank.ca/drugs/DB00541	28445	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=28445	Vincristine treatment	HCT-8 cell line	Human	down-regulated	26164760	https://www.ncbi.nlm.nih.gov/pubmed/?term=26164760		
LINC00883	NR_028301.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028301.1	NONHSAT091026.2	http://www.noncode.org/show_rna.php?id=NONHSAT091026&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00883	NR_028301.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_028301.1	NONHSAT091026.2	http://www.noncode.org/show_rna.php?id=NONHSAT091026&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00887	NR_024480.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_024480.1	NONHSAT094077.2	http://www.noncode.org/show_rna.php?id=NONHSAT094077&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00887	NR_024480.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_024480.1	NONHSAT094077.2	http://www.noncode.org/show_rna.php?id=NONHSAT094077&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
LINC00969	NR_122105.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_122105.1	NONHSAT094181.2	http://www.noncode.org/show_rna.php?id=NONHSAT094181&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC01004	NR_039981.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_039981.2	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC01016	NR_038989.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038989.1	N/A	N/A	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Estrogen	D04070	http://www.kegg.jp/dbget-bin/www_bget?dr:D04070	DB00286	https://www.drugbank.ca/drugs/DB00286	50114	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50114	Estrogen treatment	MCF7 and T47D cell lines	Human	Long Intergenic Non-protein Coding RNA 1016 (LINC01016) and LINC00160 are direct transcriptional targets of ER¦Á, correlate with ER¦Á expression in clinical samples, and show prognostic significance in relation to breast cancer survival. We show that silencing of LINC00160 results in reduced proliferation.	26426411	https://www.ncbi.nlm.nih.gov/pubmed/?term=26426411		
LINC01021	NR_038848.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038848.1	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
LINC01089	NR_002809.2	https://www.ncbi.nlm.nih.gov/nuccore/NR_002809.2	N/A	N/A	Head and Neck Squamous Cell Carcinoma (HNSCC)	275355	http://www.omim.org/entry/275355?search=Head%20and%20Neck%20Squamous%20Cell%20Carcinoma%20%28HNSCC%29&highlight=head%20neck%20carcinomatous%20cell%20squamous%20carcinoma%20hnscc	Human Papilloma Virus (HPV)	N/A	N/A	N/A	N/A	N/A	N/A	HPV infection	HNSCC-derived cells	Human	up-regulated	27424183	https://www.ncbi.nlm.nih.gov/pubmed/?term=27424183		
LINC01138	NR_027468.3	https://www.ncbi.nlm.nih.gov/nuccore/NR_027468.3	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC01296	NR_122111.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_122111.1	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	up-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
LINC01305	NR_038897.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_038897.1	N/A	N/A	Head and Neck Squamous Cell Carcinoma (HNSCC)	275355	http://www.omim.org/entry/275355?search=Head%20and%20Neck%20Squamous%20Cell%20Carcinoma%20%28HNSCC%29&highlight=head%20neck%20carcinomatous%20cell%20squamous%20carcinoma%20hnscc	Human Papilloma Virus (HPV)	N/A	N/A	N/A	N/A	N/A	N/A	HPV infection	HNSCC-derived cells	Human	up-regulated	27424183	https://www.ncbi.nlm.nih.gov/pubmed/?term=27424183		
Linc-ARFIP1-4	N/A	N/A	N/A	N/A	Inflammation	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	LPS stimulation	blood and adipose during low-dose experimental endotoxemia (LPS) in a healthy human	Human	This same subset of lincRNAs was examined by qRT-PCR for replication of LPS-modulation in separate GENE study subjects (n=6).	24504737	https://www.ncbi.nlm.nih.gov/pubmed/?term=24504737		
Linc-CMC1-2	N/A	N/A	N/A	N/A	Inflammation	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	LPS stimulation	blood and adipose during low-dose experimental endotoxemia (LPS) in a healthy human	Human	This same subset of lincRNAs was examined by qRT-PCR for replication of LPS-modulation in separate GENE study subjects (n=6).	24504737	https://www.ncbi.nlm.nih.gov/pubmed/?term=24504737		
Linc-Cox2	NR_110420.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_110420.1	N/A	N/A	Inflammation	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	LPS stimulation	BV2 mouse microglia and RAW264.7 mouse macrophages	Mouse	LincRNA-Cox2 is assembled into the switch/sucrose nonfermentable (SWI/SNF) complex in cells after LPS stimulation.	26880762	https://www.ncbi.nlm.nih.gov/pubmed/?term=26880762		
Linc-DMRT2	NR_110643.1	https://www.ncbi.nlm.nih.gov/nuccore/NR_110643.1	N/A	N/A	Inflammation	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	LPS stimulation	blood and adipose during low-dose experimental endotoxemia (LPS) in a healthy human	Human	This same subset of lincRNAs was examined by qRT-PCR for replication of LPS-modulation in separate GENE study subjects (n=6).	24504737	https://www.ncbi.nlm.nih.gov/pubmed/?term=24504737		
Linc-GJA1-2	N/A	N/A	N/A	N/A	Breast Cancer	114480	http://www.omim.org/entry/114480?search=Breast%20Cancer&highlight=cancerous%20breast%20cancer	Trastuzumab	D03257	http://www.kegg.jp/dbget-bin/www_bget?D03257	DB00072	https://www.drugbank.ca/drugs/DB00072			Trastuzumab treatment	HER2-positive (HER2+) breast tumors	Human	3 lincRNAs are affectedby both HER2 inhibition by trastuzumab in tumors and HER2 depletion in cell culture.	25749757	https://www.ncbi.nlm.nih.gov/pubmed/?term=25749757		
LINC-PINT	N/A	N/A	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
Linc-POTED8	N/A	N/A	N/A	N/A	Inflammation	N/A	N/A	Lipopolysaccharide (LPS)?	C00338	http://www.genome.jp/dbget-bin/www_bget?cpd:C00338	N/A	N/A	16412	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16412	LPS stimulation	blood and adipose during low-dose experimental endotoxemia (LPS) in a healthy human	Human	This same subset of lincRNAs was examined by qRT-PCR for replication of LPS-modulation in separate GENE study subjects (n=6).	24504737	https://www.ncbi.nlm.nih.gov/pubmed/?term=24504737		
LINC-RBE	N/A	N/A	N/A	N/A	Brain Disease	N/A	N/A	All-trans?retinoic acid (atRA)	D00094	http://www.genome.jp/dbget-bin/www_bget?drug:D00094	DB00755	https://www.drugbank.ca/drugs/DB00755	15367	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=15367	atRA treatment	Adult (16?weeks) male Wistar rats	Rat	up-regulated	26572536	https://www.ncbi.nlm.nih.gov/pubmed/?term=26572536		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Rheumatoid Arthritis	180300	http://www.omim.org/entry/180300?search=Rheumatoid%20Arthritis&highlight=arthriti%20rheumatoid	Methotrexate(MTX)	D00142	http://www.genome.jp/dbget-bin/www_bget?drug:D00142	DB00563	https://www.drugbank.ca/drugs/DB00563	44185	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=44185	MTX therapy	Jurkat T and THP-1 cell lines	Human	MTX restored lincRNA-p21 expression,?in vivo,?in RA.	25077978	https://www.ncbi.nlm.nih.gov/pubmed/?term=25077978		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Skin Tumor	N/A	N/A	Vitamin D	C12919	http://www.kegg.jp/dbget-bin/www_bget?C12919	DB11094	https://www.drugbank.ca/drugs/DB11094	N/A	N/A	Vitamin D receptor?knock out?	VDR?/?  mouse keratinocytes 	Mouse	down-regulated	24342142	https://www.ncbi.nlm.nih.gov/pubmed/?term=24342142		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Cancer	N/A	N/A	Arsenic	C06269	http://www.genome.jp/dbget-bin/www_bget?cpd:C06269	N/A	N/A	27563	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27563	Arsenic exposure	workers in  arsenic plants	Human	The decrease of?¡÷¡÷Ct values is statistically significant for Linc p21, MEG3, PANDA in the two exposure groups, and?HOTAIR?and?MALAT1?only in workers of A plant (P?<?0.05).?	26772154	https://www.ncbi.nlm.nih.gov/pubmed/?term=26772154		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Peripheral Vascular Diseases	N/A	N/A	Arsenic	C06269	http://www.genome.jp/dbget-bin/www_bget?cpd:C06269	N/A	N/A	27563	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27563	Arsenic exposure	workers in  arsenic plants	Human	The decrease of?¡÷¡÷Ct values is statistically significant for Linc p21, MEG3, PANDA in the two exposure groups, and?HOTAIR?and?MALAT1?only in workers of A plant (P?<?0.05).?	26772154	https://www.ncbi.nlm.nih.gov/pubmed/?term=26772154		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Reproductive Txoicity	N/A	N/A	Arsenic	C06269	http://www.genome.jp/dbget-bin/www_bget?cpd:C06269	N/A	N/A	27563	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27563	Arsenic exposure	workers in  arsenic plants	Human	The decrease of?¡÷¡÷Ct values is statistically significant for Linc p21, MEG3, PANDA in the two exposure groups, and?HOTAIR?and?MALAT1?only in workers of A plant (P?<?0.05).?	26772154	https://www.ncbi.nlm.nih.gov/pubmed/?term=26772154		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Skin Lesions	N/A	N/A	Arsenic	C06269	http://www.genome.jp/dbget-bin/www_bget?cpd:C06269	N/A	N/A	27563	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27563	Arsenic exposure	workers in  arsenic plants	Human	The decrease of?¡÷¡÷Ct values is statistically significant for Linc p21, MEG3, PANDA in the two exposure groups, and?HOTAIR?and?MALAT1?only in workers of A plant (P?<?0.05).?	26772154	https://www.ncbi.nlm.nih.gov/pubmed/?term=26772154		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Cancer	N/A	N/A	Benzo(a)pyrene (BaP)	C07535	http://www.genome.jp/dbget-bin/www_bget?cpd:C07535	N/A	N/A	29865	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29865	BaP exposure	B6C3F1?mice	Mouse	BaP induced a > 5-fold induction of lncRNA-p21.	23853263	https://www.ncbi.nlm.nih.gov/pubmed/?term=23853263		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Cancer	N/A	N/A	Furan	C14275	http://www.genome.jp/dbget-bin/www_bget?cpd:C14275	N/A	N/A	35559	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35559	Furan exposure	B6C3F1?mice	Mouse	LincRNA-p21 showed a dose response and were significantly elevated at 4 and 8mg/kg furan.	23853263	https://www.ncbi.nlm.nih.gov/pubmed/?term=23853263		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Cervical Cancer	603956	http://www.omim.org/entry/603956?search=Cervical%20Cancer&highlight=cancerous%20cervical%20cancer	Hypoxia	N/A	N/A	N/A	N/A	N/A	N/A	Hypoxia treatment	HCT116 cell line	Human	Modulates the Warburg effect	24316222	https://www.ncbi.nlm.nih.gov/pubmed/?term=24316222		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Warburg Effect	600118	http://www.omim.org/entry/600118?search=Warburg%20Effect&highlight=effect%20warburg	Hypoxia	N/A	N/A	N/A	N/A	N/A	N/A	Hypoxia treatment	MCF7, H1299, and primary IMR90 cell lines	Human	up-regulated	24316222	https://www.ncbi.nlm.nih.gov/pubmed/?term=24316222		
LincRNA-p21	HG975411.1	https://www.ncbi.nlm.nih.gov/nuccore/HG975411.1	NONMMUT028986.2	http://www.noncode.org/show_rna.php?id=NONMMUT028986&version=2&utd=1#	Arteriosclerosis	208060	http://www.omim.org/entry/208060?search=Arteriosclerosis&highlight=arteriosclerotic%20arteriosclerosi	oleanolic acid (OA)	C17148	http://www.genome.jp/dbget-bin/www_bget?cpd:C17148	N/A	N/A	37659	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:37659	OA treatment	vascular smooth muscle cells (VSMCs)	Human	Suppression of lincRNA-p21 rescued the effect of OA on the proliferation of VSMCs.	27900030	https://www.ncbi.nlm.nih.gov/pubmed/?term=27900030		
